Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Impala,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B110,Federal Tier 3 Transitional Bin 110,KGMXV02.5001,large car,3,22,29,25,5,No,362
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Ethanol/Gas,CA,L3ULEV70,California LEV-III ULEV70,KGMXV03.6166,large car,5,14/18,20/28,16/22,4,No,394/409
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Ethanol/Gas,FA,T3B70,Federal Tier 3 Bin 70,KGMXV03.6166,large car,5,14/18,20/28,16/22,4,No,394/409
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,KGMXV03.6048,large car,7,19,28,22,4,No,406
CHEVROLET Impala,3.6,6,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,KGMXV03.6048,large car,7,19,28,22,4,No,406
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,pickup,3,15,22,17,3,No,510
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,pickup,3,15,22,17,3,No,510
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,pickup,3,15,21,17,3,No,516
CHEVROLET Silverado 15 LD,5.3,8,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,pickup,3,15,21,17,3,No,516
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,30,38,33,8,Yes,271
CHEVROLET Spark,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,30,38,33,8,Yes,271
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,29,38,33,8,Yes,273
CHEVROLET Spark,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,29,38,33,8,Yes,273
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,30,37,33,8,Yes,271
CHEVROLET Spark Activ,1.4,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,30,37,33,8,Yes,271
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXV01.4050,small car,5,29,37,32,7,Yes,278
CHEVROLET Spark Activ,1.4,4,Man-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXV01.4050,small car,5,29,37,32,7,Yes,278
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3382,standard SUV,3,11/15,17/22,13/18,3,No,480/505
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3382,standard SUV,3,11/15,17/22,13/18,3,No,480/505
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Suburban 1500,5.3,8,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3382,standard SUV,3,11/14,16/21,12/16,2,No,510/541
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3382,standard SUV,3,11/14,16/21,12/16,2,No,510/541
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,14,21,16,2,No,541
CHEVROLET Suburban 1500,5.3,8,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,14,21,16,2,No,541
CHEVROLET Suburban 1500,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2374,standard SUV,3,14,20,16,2,No,553
CHEVROLET Suburban 1500,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2374,standard SUV,3,14,20,16,2,No,553
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3382,standard SUV,3,11/15,17/22,13/18,3,No,480/505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3382,standard SUV,3,11/15,17/22,13/18,3,No,480/505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,15,22,18,3,No,505
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3382,standard SUV,3,11/15,16/21,13/17,3,No,491/513
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3382,standard SUV,3,11/15,16/21,13/17,3,No,491/513
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT05.3384,standard SUV,3,15,21,17,3,No,513
CHEVROLET Tahoe 1500,5.3,8,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT05.3384,standard SUV,3,15,21,17,3,No,513
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KGMXT06.2374,standard SUV,3,14,22,17,3,No,527
CHEVROLET Tahoe 1500,6.2,8,Auto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KGMXT06.2374,standard SUV,3,14,22,17,3,No,527
CHEVROLET Traverse,2,4,Auto-9,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,KGMXT02.0300,standard SUV,5,20,26,22,4,No,404
CHEVROLET Traverse,2,4,Auto-9,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,KGMXT02.0300,standard SUV,5,20,26,22,4,No,404
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,standard SUV,6,18,27,21,4,No,420
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,KGMXT03.6151,standard SUV,6,17,25,20,4,No,438
CHEVROLET Traverse,3.6,6,Auto-9,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,KGMXT03.6151,standard SUV,6,17,25,20,4,No,438
FERRARI 488 Pista,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,15,20,17,3,No,524
FERRARI 488 Pista,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,15,20,17,3,No,524
FERRARI 488 SS,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,15,19,17,3,No,531
FERRARI 488 SS,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,15,19,17,3,No,531
FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,15,22,18,3,No,501
FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,16,22,18,3,No,495
FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,15,22,18,3,No,501
FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,16,22,18,3,No,495
FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,15,22,18,3,No,501
FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,16,22,18,3,No,495
FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,15,22,18,3,No,501
FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,16,22,18,3,No,495
FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV06.5GDI,small car,3,12,16,13,1,No,661
FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV06.5GDI,small car,3,12,16,13,1,No,661
FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV06.5GDI,small car,3,12,17,13,1,No,661
FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV06.5GDI,small car,3,12,17,13,1,No,661
FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,15,21,17,3,No,524
FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,15,21,17,3,No,524
FERRARI Portofino,3.9,8,AutoMan-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KFEXV03.9TUR,small car,3,16,22,18,3,No,485
FERRARI Portofino,3.9,8,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KFEXV03.9TUR,small car,3,16,22,18,3,No,485
FIAT 124 Spider,1.4,4,Auto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KCRXJ01.45P0,small car,3,25,36,29,6,No,302
FIAT 124 Spider,1.4,4,Auto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,KCRXJ01.45P0,small car,3,25,36,29,6,No,302
FIAT 124 Spider,1.4,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,KCRXJ01.45P0,small car,3,26,35,30,7,Yes,298
