CHROM-BIN_START-BIN_END,PI EU,CHROM-BIN_START-BIN_END,PI EA,CHROM-BIN_START-BIN_END,PI ch,CHROM-BIN_START-BIN_END,PI pk,CHROM-BIN_START-BIN_END,PI sylv,CHROM-BIN_START-BIN_END,PI tril
A07-10950001-11050000,9.75E-06,A07-11550001-11650000,2.95E-05,A07-13200001-13300000,3.30E-05,A07-13575001-13675000,3.00E-05,A09-11850001-11950000,1.04E-05,A08-19075001-19175000,1.01E-05
A07-10975001-11075000,2.58E-05,A07-11575001-11675000,9.80E-06,A07-13225001-13325000,3.30E-05,A07-13600001-13700000,5.29E-06,A09-12125001-12225000,4.40E-06,A08-19100001-19200000,1.01E-05
A07-11000001-11100000,2.58E-05,A07-11600001-11700000,9.80E-06,A07-13250001-13350000,3.53E-05,A07-13625001-13725000,5.18E-05,A09-12150001-12250000,4.40E-06,A08-19150001-19250000,7.54E-06
A07-11025001-11125000,1.61E-05,A07-11625001-11725000,1.18E-05,A07-13275001-13375000,3.33E-05,A07-13650001-13750000,5.18E-05,A09-12175001-12275000,4.40E-06,A08-19175001-19275000,7.54E-06
A07-11050001-11150000,1.61E-05,A07-11650001-11750000,2.59E-06,A07-13300001-13400000,1.47E-05,A07-13675001-13775000,5.32E-05,A09-12200001-12300000,2.55E-05,A08-19200001-19300000,2.60E-05
A07-11150001-11250000,6.25E-06,A07-11675001-11775000,3.31E-06,A07-13325001-13425000,1.90E-05,A07-13700001-13800000,7.26E-05,A09-12225001-12325000,2.11E-05,A08-19225001-19325000,2.60E-05
A07-11175001-11275000,5.21E-05,A07-11700001-11800000,3.68E-06,A07-13350001-13450000,1.66E-05,A07-13725001-13825000,7.30E-05,A09-12250001-12350000,3.08E-05,A08-19250001-19350000,1.84E-05
A07-11200001-11300000,5.21E-05,A07-11725001-11825000,1.09E-06,A07-13375001-13475000,9.18E-06,A07-13750001-13850000,7.30E-05,A09-12275001-12375000,3.60E-05,A08-19275001-19375000,1.84E-05
A07-11225001-11325000,5.21E-05,A07-11750001-11850000,1.09E-06,A07-13400001-13500000,4.29E-06,A07-13775001-13875000,7.83E-05,A09-12300001-12400000,1.64E-05,A08-19375001-19475000,1.21E-05
A07-11250001-11350000,5.44E-05,A07-11775001-11875000,1.22E-05,A07-13450001-13550000,3.13E-06,A07-13800001-13900000,6.06E-05,A09-12325001-12425000,1.64E-05,A08-19400001-19500000,1.21E-05
A07-11275001-11375000,3.39E-05,A07-11800001-11900000,3.42E-05,A07-13475001-13575000,1.19E-05,A07-13825001-13925000,8.42E-06,A09-12350001-12450000,6.70E-06,A08-19425001-19525000,1.21E-05
A07-11300001-11400000,3.39E-05,A07-11825001-11925000,4.29E-05,A07-13500001-13600000,8.73E-05,A07-13850001-13950000,8.42E-06,A09-12375001-12475000,1.43E-06,A08-19450001-19550000,1.21E-05
A07-11325001-11425000,4.84E-05,A07-11850001-11950000,6.24E-05,A07-13525001-13625000,9.40E-05,A07-13875001-13975000,8.65E-06,A09-12400001-12500000,1.68E-05,A08-19625001-19725000,3.58E-06
A07-11350001-11450000,5.37E-05,A07-11875001-11975000,5.06E-05,A07-13550001-13650000,9.09E-05,A07-13900001-14000000,1.24E-05,A09-12425001-12525000,1.68E-05,A08-19650001-19750000,3.58E-06
A07-11375001-11475000,3.06E-05,A07-11900001-12000000,5.15E-05,A07-13575001-13675000,8.22E-05,A07-13925001-14025000,1.24E-05,A09-12450001-12550000,1.68E-05,A08-19675001-19775000,3.58E-06
A07-11400001-11500000,3.06E-05,A07-11925001-12025000,4.28E-05,A07-13600001-13700000,6.77E-06,A07-13950001-14050000,1.24E-05,A09-12475001-12575000,2.69E-05,A08-19700001-19800000,3.58E-06
A07-11425001-11525000,1.61E-05,A07-11950001-12050000,2.33E-05,A07-13625001-13725000,9.39E-05,A07-13975001-14075000,1.56E-05,A09-12500001-12600000,1.11E-05,A08-19875001-19975000,5.00E-07
A07-11450001-11550000,2.22E-06,A07-11975001-12075000,2.48E-05,A07-13650001-13750000,9.39E-05,A07-14000001-14100000,1.01E-05,A09-12525001-12625000,1.11E-05,A08-19900001-20000000,5.00E-07
A07-11475001-11575000,1.07E-05,A07-12000001-12100000,1.50E-06,A07-13675001-13775000,0.000100343,A07-14025001-14125000,1.45E-05,A09-12550001-12650000,1.11E-05,A08-19925001-20025000,5.00E-07
A07-11500001-11600000,1.07E-05,A07-12025001-12125000,9.55E-06,A07-13700001-13800000,0.000125283,A07-14050001-14150000,1.45E-05,A09-12575001-12675000,9.89E-07,A08-19950001-20050000,9.74E-07
A07-11525001-11625000,1.15E-05,A07-12050001-12150000,9.55E-06,A07-13725001-13825000,8.82E-05,A07-14075001-14175000,4.44E-06,A09-13250001-13350000,6.15E-06,A08-19975001-20075000,1.95E-06
A07-11550001-11650000,1.66E-05,A07-12075001-12175000,1.71E-05,A07-13750001-13850000,8.82E-05,A07-14100001-14200000,4.44E-06,A09-13275001-13375000,6.15E-06,A08-20000001-20100000,5.69E-06
A07-11575001-11675000,5.87E-06,A07-12100001-12200000,1.76E-05,A07-13775001-13875000,0.000103478,A07-14150001-14250000,5.97E-06,A09-13300001-13400000,6.15E-06,A08-20025001-20125000,7.68E-06
A07-11600001-11700000,5.87E-06,A07-12125001-12225000,2.44E-05,A07-13800001-13900000,0.000103576,A07-14175001-14275000,1.91E-05,A09-13325001-13425000,6.15E-06,A08-20050001-20150000,1.22E-05
A07-11625001-11725000,6.96E-06,A07-12150001-12250000,2.44E-05,A07-13825001-13925000,4.68E-05,A07-14200001-14300000,2.40E-05,A09-13800001-13900000,9.78E-06,A08-20075001-20175000,1.07E-05
A07-11650001-11750000,1.86E-06,A07-12175001-12275000,4.90E-05,A07-13850001-13950000,4.68E-05,A07-14225001-14325000,2.40E-05,A09-13825001-13925000,9.78E-06,A08-20100001-20200000,1.30E-05
A07-11675001-11775000,3.40E-06,A07-12200001-12300000,4.85E-05,A07-13875001-13975000,3.74E-05,A07-14250001-14350000,1.81E-05,A09-13850001-13950000,9.78E-06,A08-20125001-20225000,1.10E-05
A07-11700001-11800000,5.47E-06,A07-12225001-12325000,3.37E-05,A07-13900001-14000000,1.75E-05,A07-14275001-14375000,6.27E-06,A09-13875001-13975000,1.24E-05,A08-20150001-20250000,6.08E-06
A07-11725001-11825000,3.60E-06,A07-12250001-12350000,3.37E-05,A07-13925001-14025000,1.75E-05,A07-14300001-14400000,1.35E-06,A09-13900001-14000000,2.64E-06,A08-20175001-20275000,6.58E-06
A07-11750001-11850000,3.60E-06,A07-12275001-12375000,2.43E-05,A07-13950001-14050000,1.82E-05,A07-14325001-14425000,1.35E-06,A09-13925001-14025000,2.64E-06,A08-20200001-20300000,5.00E-07
A07-11775001-11875000,6.88E-06,A07-12300001-12400000,2.84E-05,A07-13975001-14075000,1.05E-05,A07-14350001-14450000,1.35E-06,A09-13950001-14050000,2.64E-06,A08-20225001-20325000,5.00E-07
A07-11800001-11900000,2.62E-05,A07-12325001-12425000,2.89E-05,A07-14000001-14100000,5.36E-06,A07-14375001-14475000,3.37E-05,A09-14050001-14150000,2.35E-05,A08-20250001-20350000,5.00E-07
A07-11825001-11925000,3.06E-05,A07-12350001-12450000,2.89E-05,A07-14025001-14125000,1.16E-05,A07-14400001-14500000,3.37E-05,A09-14075001-14175000,2.35E-05,A08-20350001-20450000,3.58E-06
A07-11850001-11950000,4.20E-05,A07-12375001-12475000,4.64E-06,A07-14050001-14150000,1.09E-05,A07-14425001-14525000,3.37E-05,A09-14100001-14200000,2.35E-05,A08-20375001-20475000,3.58E-06
A07-11875001-11975000,3.72E-05,A07-12400001-12500000,5.34E-07,A07-14075001-14175000,6.28E-06,A07-14450001-14550000,3.37E-05,A09-14125001-14225000,2.35E-05,A08-20400001-20500000,3.58E-06
A07-11900001-12000000,3.01E-05,A07-12425001-12525000,1.62E-05,A07-14100001-14200000,6.28E-06,A07-14475001-14575000,4.05E-05,A09-14525001-14625000,1.43E-06,A08-20425001-20525000,4.58E-06
A07-11925001-12025000,2.57E-05,A07-12450001-12550000,3.73E-05,A07-14150001-14250000,8.56E-06,A07-14500001-14600000,9.01E-05,A09-14550001-14650000,1.43E-06,A08-20450001-20550000,6.08E-06
A07-11950001-12050000,1.43E-05,A07-12475001-12575000,3.73E-05,A07-14175001-14275000,2.92E-05,A07-14525001-14625000,0.000115131,A09-14575001-14675000,1.43E-06,A08-20475001-20575000,6.55E-06
A07-11975001-12075000,1.63E-05,A07-12500001-12600000,3.73E-05,A07-14200001-14300000,3.19E-05,A07-14550001-14650000,0.000120858,A09-14600001-14700000,1.43E-06,A08-20500001-20600000,1.17E-05
A07-12000001-12100000,2.01E-06,A07-12525001-12625000,2.10E-05,A07-14225001-14325000,3.19E-05,A07-14575001-14675000,8.43E-05,A09-14650001-14750000,1.21E-06,A08-20525001-20625000,2.45E-05
A07-12025001-12125000,1.92E-05,A07-12550001-12650000,2.66E-05,A07-14250001-14350000,2.34E-05,A07-14600001-14700000,7.61E-05,A09-14675001-14775000,1.21E-06,A08-20550001-20650000,1.94E-05
A07-12050001-12150000,1.92E-05,A07-12575001-12675000,7.23E-05,A07-14275001-14375000,7.18E-06,A07-14625001-14725000,5.92E-05,A09-14700001-14800000,1.21E-06,A08-20575001-20675000,1.89E-05
A07-12075001-12175000,2.12E-05,A07-12600001-12700000,8.45E-05,A07-14300001-14400000,4.46E-06,A07-14650001-14750000,5.35E-05,A09-14725001-14825000,1.21E-06,A08-20600001-20700000,1.38E-05
A07-12100001-12200000,2.42E-05,A07-12625001-12725000,9.32E-05,A07-14325001-14425000,4.46E-06,A07-14675001-14775000,4.95E-05,A09-14875001-14975000,8.24E-06,A08-20625001-20725000,2.50E-06
A07-12125001-12225000,2.32E-05,A07-12650001-12750000,6.66E-05,A07-14350001-14450000,4.46E-06,A07-14700001-14800000,1.36E-05,A09-14900001-15000000,1.59E-05,A08-20650001-20750000,2.50E-06
A07-12150001-12250000,2.32E-05,A07-12675001-12775000,2.09E-05,A07-14375001-14475000,3.16E-05,A07-14725001-14825000,5.47E-06,A09-14925001-15025000,1.59E-05,A08-20675001-20775000,2.50E-06
A07-12175001-12275000,5.20E-05,A07-12700001-12800000,1.76E-05,A07-14400001-14500000,3.16E-05,A07-14750001-14850000,5.47E-06,A09-14950001-15050000,1.59E-05,A08-20700001-20800000,3.42E-06
A07-12200001-12300000,4.89E-05,A07-12725001-12825000,8.81E-06,A07-14425001-14525000,3.16E-05,A07-14775001-14875000,2.18E-05,A09-14975001-15075000,7.69E-06,A08-20725001-20825000,9.23E-07
A07-12225001-12325000,3.29E-05,A07-12750001-12850000,8.81E-06,A07-14450001-14550000,3.16E-05,A07-14800001-14900000,1.63E-05,A09-15150001-15250000,1.67E-05,A08-20750001-20850000,9.23E-07
A07-12250001-12350000,3.29E-05,A07-12775001-12875000,8.81E-06,A07-14475001-14575000,4.11E-05,A07-14825001-14925000,2.34E-05,A09-15175001-15275000,1.67E-05,A08-20775001-20875000,9.23E-07
A07-12275001-12375000,3.24E-05,A07-12800001-12900000,4.35E-05,A07-14500001-14600000,6.98E-05,A07-14850001-14950000,2.34E-05,A09-15200001-15300000,1.67E-05,A09-1-100000,1.35E-05
A07-12300001-12400000,3.71E-05,A07-12825001-12925000,4.35E-05,A07-14525001-14625000,9.72E-05,A07-14875001-14975000,7.06E-06,A09-15225001-15325000,1.67E-05,A09-25001-125000,8.97E-06
A07-12325001-12425000,3.79E-05,A07-12850001-12950000,4.35E-05,A07-14550001-14650000,0.000106728,A07-14900001-15000000,8.42E-06,A09-15400001-15500000,3.63E-06,A09-50001-150000,2.35E-06
A07-12350001-12450000,3.79E-05,A07-12875001-12975000,5.31E-05,A07-14575001-14675000,7.75E-05,A07-14925001-15025000,9.30E-06,A09-15425001-15525000,3.63E-06,A09-75001-175000,8.88E-06
A07-12375001-12475000,5.43E-06,A07-12900001-13000000,5.44E-05,A07-14600001-14700000,9.15E-05,A07-14950001-15050000,2.46E-05,A09-15450001-15550000,1.29E-05,A09-100001-200000,8.88E-06
A07-12400001-12500000,7.41E-07,A07-12925001-13025000,5.44E-05,A07-14625001-14725000,8.26E-05,A07-14975001-15075000,2.46E-05,A09-15475001-15575000,1.53E-05,A09-125001-225000,8.88E-06
A07-12425001-12525000,2.25E-05,A07-12950001-13050000,5.44E-05,A07-14650001-14750000,7.31E-05,A07-15000001-15100000,2.33E-05,A09-15500001-15600000,1.79E-05,A09-150001-250000,7.04E-06
A07-12450001-12550000,4.81E-05,A07-12975001-13075000,5.43E-05,A07-14675001-14775000,6.13E-05,A07-15025001-15125000,3.18E-05,A09-15525001-15625000,3.24E-05,A09-175001-275000,4.44E-06
A07-12475001-12575000,4.81E-05,A07-13000001-13100000,9.43E-06,A07-14700001-14800000,1.93E-05,A07-15050001-15150000,1.99E-05,A09-15550001-15650000,2.32E-05,A09-200001-300000,4.44E-06
A07-12500001-12600000,4.81E-05,A07-13025001-13125000,9.43E-06,A07-14725001-14825000,7.67E-07,A07-15075001-15175000,2.66E-05,A09-15575001-15675000,2.08E-05,A09-225001-325000,4.44E-06
A07-12525001-12625000,2.56E-05,A07-13050001-13150000,9.43E-06,A07-14750001-14850000,7.67E-07,A07-15100001-15200000,2.99E-05,A09-15600001-15700000,1.45E-05,A09-250001-350000,3.94E-06
A07-12550001-12650000,2.10E-05,A07-13075001-13175000,1.34E-05,A07-14775001-14875000,1.30E-05,A07-15125001-15225000,1.34E-05,A09-15625001-15725000,1.76E-06,A09-275001-375000,2.19E-06
A07-12575001-12675000,5.68E-05,A07-13100001-13200000,2.30E-05,A07-14800001-14900000,1.22E-05,A07-15150001-15250000,1.07E-05,A09-15650001-15750000,6.15E-06,A09-300001-400000,8.72E-06
A07-12600001-12700000,6.47E-05,A07-13125001-13225000,2.30E-05,A07-14825001-14925000,2.18E-05,A07-15175001-15275000,6.47E-06,A09-15675001-15775000,6.15E-06,A09-325001-425000,8.72E-06
A07-12625001-12725000,7.06E-05,A07-13150001-13250000,2.30E-05,A07-14850001-14950000,2.18E-05,A07-15200001-15300000,3.18E-06,A09-15700001-15800000,6.15E-06,A09-350001-450000,8.72E-06
A07-12650001-12750000,4.95E-05,A07-13175001-13275000,2.11E-05,A07-14875001-14975000,9.64E-06,A07-15225001-15325000,1.48E-05,A09-15725001-15825000,4.40E-06,A09-375001-475000,7.03E-06
A07-12675001-12775000,1.37E-05,A07-13200001-13300000,3.46E-05,A07-14900001-15000000,9.64E-06,A07-15250001-15350000,1.41E-05,A09-15750001-15850000,4.07E-06,A09-400001-500000,6.69E-06
A07-12700001-12800000,1.41E-05,A07-13225001-13325000,3.46E-05,A07-14925001-15025000,2.48E-06,A07-15275001-15375000,1.17E-05,A09-15775001-15875000,4.07E-06,A09-425001-525000,1.38E-05
A07-12725001-12825000,8.22E-06,A07-13250001-13350000,3.57E-05,A07-14950001-15050000,7.40E-06,A07-15300001-15400000,1.17E-05,A09-15800001-15900000,4.07E-06,A09-450001-550000,1.38E-05
A07-12750001-12850000,8.22E-06,A07-13275001-13375000,2.80E-05,A07-14975001-15075000,7.40E-06,A07-15375001-15475000,2.49E-06,A09-15825001-15925000,4.07E-06,A09-475001-575000,1.33E-05
A07-12775001-12875000,8.22E-06,A07-13300001-13400000,9.14E-06,A07-15000001-15100000,7.40E-06,A07-15400001-15500000,1.51E-05,A09-15850001-15950000,2.64E-06,A09-500001-600000,9.23E-06
A07-12800001-12900000,3.73E-05,A07-13325001-13425000,1.37E-05,A07-15025001-15125000,2.26E-05,A07-15425001-15525000,2.03E-05,A09-15875001-15975000,2.64E-06,A09-525001-625000,2.12E-06
A07-12825001-12925000,3.73E-05,A07-13350001-13450000,1.26E-05,A07-15050001-15150000,3.22E-05,A07-15450001-15550000,2.03E-05,A09-15900001-16000000,2.64E-06,A09-550001-650000,2.12E-06
A07-12850001-12950000,3.73E-05,A07-13375001-13475000,8.81E-06,A07-15075001-15175000,4.33E-05,A07-15475001-15575000,2.27E-05,A09-15925001-16025000,2.64E-06,A09-575001-675000,5.96E-06
A07-12875001-12975000,4.44E-05,A07-13400001-13500000,4.60E-06,A07-15100001-15200000,4.84E-05,A07-15500001-15600000,1.02E-05,A09-16025001-16125000,1.70E-05,A09-600001-700000,3.85E-06
A07-12900001-13000000,4.68E-05,A07-13450001-13550000,2.54E-06,A07-15125001-15225000,3.07E-05,A07-15525001-15625000,7.16E-06,A09-16050001-16150000,1.78E-05,A09-625001-725000,3.85E-06
A07-12925001-13025000,4.68E-05,A07-13475001-13575000,1.98E-05,A07-15150001-15250000,1.70E-05,A07-15550001-15650000,7.16E-06,A09-16075001-16175000,1.78E-05,A09-650001-750000,3.85E-06
A07-12950001-13050000,4.68E-05,A07-13500001-13600000,8.00E-05,A07-15175001-15275000,3.85E-05,A07-15575001-15675000,2.23E-06,A09-16100001-16200000,1.78E-05,A09-825001-925000,5.44E-06
A07-12975001-13075000,4.78E-05,A07-13525001-13625000,8.73E-05,A07-15200001-15300000,3.34E-05,A07-15600001-15700000,2.23E-06,A09-16125001-16225000,7.69E-07,A09-850001-950000,5.44E-06
A07-13000001-13100000,8.04E-06,A07-13550001-13650000,8.47E-05,A07-15225001-15325000,5.62E-05,A07-15675001-15775000,5.39E-06,A09-16175001-16275000,1.03E-05,A09-875001-975000,5.44E-06
A07-13025001-13125000,8.04E-06,A07-13575001-13675000,6.75E-05,A07-15250001-15350000,5.54E-05,A07-15700001-15800000,5.39E-06,A09-16200001-16300000,1.03E-05,A09-900001-1000000,6.44E-06
A07-13050001-13150000,8.04E-06,A07-13600001-13700000,7.31E-06,A07-15275001-15375000,2.28E-05,A07-15725001-15825000,5.39E-06,A09-16225001-16325000,1.03E-05,A09-925001-1025000,1.88E-05
A07-13075001-13175000,8.28E-06,A07-13625001-13725000,7.86E-05,A07-15300001-15400000,2.28E-05,A07-15750001-15850000,6.06E-06,A09-16250001-16350000,1.03E-05,A09-950001-1050000,1.88E-05
A07-13100001-13200000,1.35E-05,A07-13650001-13750000,7.86E-05,A07-15375001-15475000,2.61E-06,A07-15775001-15875000,2.86E-05,A09-16750001-16850000,1.43E-06,A09-975001-1075000,2.29E-05
A07-13125001-13225000,1.35E-05,A07-13675001-13775000,8.32E-05,A07-15400001-15500000,3.79E-05,A07-15800001-15900000,2.86E-05,A09-16775001-16875000,1.43E-06,A09-1000001-1100000,2.19E-05
A07-13150001-13250000,1.35E-05,A07-13700001-13800000,0.000106434,A07-15425001-15525000,4.18E-05,A07-15825001-15925000,2.86E-05,A09-16800001-16900000,1.43E-06,A09-1025001-1125000,5.77E-06
A07-13175001-13275000,1.57E-05,A07-13725001-13825000,8.46E-05,A07-15450001-15550000,4.18E-05,A07-15850001-15950000,3.34E-05,A09-16825001-16925000,1.43E-06,A09-1050001-1150000,5.77E-06
A07-13200001-13300000,4.22E-05,A07-13750001-13850000,8.46E-05,A07-15475001-15575000,4.43E-05,A07-15875001-15975000,5.47E-06,A09-16875001-16975000,4.18E-06,A09-1075001-1175000,1.60E-06
A07-13225001-13325000,4.22E-05,A07-13775001-13875000,9.62E-05,A07-15500001-15600000,9.02E-06,A07-15900001-16000000,3.37E-05,A09-16900001-17000000,4.18E-06,A09-1100001-1200000,2.10E-06
A07-13250001-13350000,4.99E-05,A07-13800001-13900000,8.79E-05,A07-15525001-15625000,7.49E-06,A07-15925001-16025000,3.37E-05,A09-16925001-17025000,1.15E-05,A09-1125001-1225000,5.00E-07
A07-13275001-13375000,6.22E-05,A07-13825001-13925000,3.11E-05,A07-15550001-15650000,7.49E-06,A07-15950001-16050000,4.06E-05,A09-16950001-17050000,1.15E-05,A09-1150001-1250000,5.00E-07
A07-13300001-13400000,3.34E-05,A07-13850001-13950000,3.11E-05,A07-15575001-15675000,2.46E-06,A07-15975001-16075000,5.22E-05,A09-16975001-17075000,7.36E-06,A09-1175001-1275000,5.00E-07
A07-13325001-13425000,3.78E-05,A07-13875001-13975000,2.69E-05,A07-15600001-15700000,2.46E-06,A07-16000001-16100000,2.59E-05,A09-17000001-17100000,7.36E-06,A09-1250001-1350000,1.50E-05
A07-13350001-13450000,3.02E-05,A07-13900001-14000000,2.20E-05,A07-15675001-15775000,8.62E-06,A07-16025001-16125000,2.59E-05,A09-17175001-17275000,3.85E-06,A09-1275001-1375000,1.50E-05
A07-13375001-13475000,7.35E-06,A07-13925001-14025000,2.20E-05,A07-15700001-15800000,8.62E-06,A07-16050001-16150000,1.36E-05,A09-17200001-17300000,3.85E-06,A09-1300001-1400000,1.50E-05
A07-13400001-13500000,8.06E-06,A07-13950001-14050000,2.24E-05,A07-15725001-15825000,8.62E-06,A07-16075001-16175000,1.95E-06,A09-17225001-17325000,3.85E-06,A09-1325001-1425000,1.50E-05
A07-13425001-13525000,3.58E-06,A07-13975001-14075000,1.93E-05,A07-15750001-15850000,1.25E-05,A07-16100001-16200000,4.26E-06,A09-17250001-17350000,3.85E-06,A09-1350001-1450000,1.24E-05
A07-13450001-13550000,5.24E-06,A07-14000001-14100000,9.22E-06,A07-15775001-15875000,3.13E-05,A07-16125001-16225000,4.26E-06,A09-17450001-17550000,5.60E-06,A09-1375001-1475000,1.24E-05
A07-13475001-13575000,1.39E-05,A07-14025001-14125000,1.45E-05,A07-15800001-15900000,3.13E-05,A07-16150001-16250000,2.44E-05,A09-17475001-17575000,5.60E-06,A09-1400001-1500000,1.24E-05
A07-13500001-13600000,6.94E-05,A07-14050001-14150000,1.42E-05,A07-15825001-15925000,3.13E-05,A07-16175001-16275000,2.44E-05,A09-17500001-17600000,5.60E-06,A09-1425001-1525000,1.24E-05
A07-13525001-13625000,7.38E-05,A07-14075001-14175000,5.31E-06,A07-15850001-15950000,3.57E-05,A07-16200001-16300000,4.68E-05,A09-17525001-17625000,5.60E-06,A09-1575001-1675000,5.00E-07
A07-13550001-13650000,7.22E-05,A07-14100001-14200000,5.31E-06,A07-15875001-15975000,8.35E-06,A07-16225001-16325000,4.68E-05,A09-17550001-17650000,7.58E-06,A09-1600001-1700000,9.74E-07
A07-13575001-13675000,6.35E-05,A07-14150001-14250000,9.86E-06,A07-15900001-16000000,3.03E-05,A07-16250001-16350000,3.91E-05,A09-17575001-17675000,7.58E-06,A09-1625001-1725000,9.74E-07
A07-13600001-13700000,4.40E-06,A07-14175001-14275000,3.00E-05,A07-15925001-16025000,3.03E-05,A07-16275001-16375000,3.91E-05,A09-17600001-17700000,7.58E-06,A09-1650001-1750000,9.74E-07
A07-13625001-13725000,6.06E-05,A07-14200001-14300000,3.57E-05,A07-15950001-16050000,4.63E-05,A07-16300001-16400000,1.24E-05,A09-17625001-17725000,7.58E-06,A09-1675001-1775000,4.74E-07
A07-13650001-13750000,6.06E-05,A07-14225001-14325000,3.57E-05,A07-15975001-16075000,5.82E-05,A07-16325001-16425000,1.56E-05,A09-17800001-17900000,2.86E-06,A09-1775001-1875000,3.58E-06
A07-13675001-13775000,6.58E-05,A07-14250001-14350000,2.58E-05,A07-16000001-16100000,3.83E-05,A07-16350001-16450000,2.18E-05,A09-17825001-17925000,2.86E-06,A09-1800001-1900000,3.58E-06
A07-13700001-13800000,7.40E-05,A07-14275001-14375000,8.66E-06,A07-16025001-16125000,3.83E-05,A07-16375001-16475000,3.26E-05,A09-17850001-17950000,7.58E-06,A09-1825001-1925000,3.58E-06
A07-13725001-13825000,6.36E-05,A07-14300001-14400000,2.98E-06,A07-16050001-16150000,1.40E-05,A07-16400001-16500000,3.26E-05,A09-17875001-17975000,8.79E-06,A09-1850001-1950000,3.58E-06
A07-13750001-13850000,6.36E-05,A07-14325001-14425000,2.98E-06,A07-16075001-16175000,2.06E-06,A07-16425001-16525000,2.94E-05,A09-17900001-18000000,5.93E-06,A09-1950001-2050000,1.44E-06
A07-13775001-13875000,7.34E-05,A07-14350001-14450000,2.98E-06,A07-16100001-16200000,1.95E-06,A07-16450001-16550000,2.79E-05,A09-17925001-18025000,9.34E-06,A09-1975001-2075000,5.74E-06
A07-13800001-13900000,7.45E-05,A07-14375001-14475000,3.94E-05,A07-16125001-16225000,1.95E-06,A07-16475001-16575000,2.16E-05,A09-17950001-18050000,4.62E-06,A09-2000001-2100000,6.22E-06
A07-13825001-13925000,2.43E-05,A07-14400001-14500000,3.94E-05,A07-16150001-16250000,2.28E-05,A07-16500001-16600000,4.20E-05,A09-17975001-18075000,3.41E-06,A09-2025001-2125000,6.22E-06
A07-13850001-13950000,2.43E-05,A07-14425001-14525000,3.94E-05,A07-16175001-16275000,2.28E-05,A07-16525001-16625000,7.01E-05,A09-18000001-18100000,3.41E-06,A09-2050001-2150000,4.78E-06
A07-13875001-13975000,2.53E-05,A07-14450001-14550000,3.94E-05,A07-16200001-16300000,6.44E-05,A07-16550001-16650000,6.05E-05,A09-18050001-18150000,7.25E-06,A09-2075001-2175000,4.74E-07
A07-13900001-14000000,2.33E-05,A07-14475001-14575000,4.32E-05,A07-16225001-16325000,6.44E-05,A07-16575001-16675000,5.61E-05,A09-18075001-18175000,7.25E-06,A09-2100001-2200000,3.22E-06
A07-13925001-14025000,2.33E-05,A07-14500001-14600000,8.56E-05,A07-16250001-16350000,5.54E-05,A07-16600001-16700000,3.57E-05,A09-18100001-18200000,7.25E-06,A09-2125001-2225000,3.22E-06
A07-13950001-14050000,2.41E-05,A07-14525001-14625000,0.000112345,A07-16275001-16375000,5.54E-05,A07-16625001-16725000,1.22E-05,A09-18125001-18225000,7.25E-06,A09-2150001-2250000,3.22E-06
A07-13975001-14075000,1.47E-05,A07-14550001-14650000,0.000120361,A07-16300001-16400000,1.18E-05,A07-16650001-16750000,1.54E-05,A09-18400001-18500000,3.63E-06,A09-2175001-2275000,3.22E-06
A07-14000001-14100000,7.36E-06,A07-14575001-14675000,8.54E-05,A07-16325001-16425000,1.44E-05,A07-16675001-16775000,3.61E-05,A09-18425001-18525000,1.04E-05,A09-2200001-2300000,5.00E-07
A07-14025001-14125000,1.42E-05,A07-14600001-14700000,8.64E-05,A07-16350001-16450000,1.15E-05,A07-16700001-16800000,4.10E-05,A09-18450001-18550000,1.75E-05,A09-2225001-2325000,5.00E-07
A07-14050001-14150000,1.34E-05,A07-14625001-14725000,7.61E-05,A07-16375001-16475000,2.39E-05,A07-16725001-16825000,4.20E-05,A09-18475001-18575000,1.75E-05,A09-2250001-2350000,5.00E-07
A07-14075001-14175000,6.79E-06,A07-14650001-14750000,6.80E-05,A07-16400001-16500000,2.39E-05,A07-16750001-16850000,3.13E-05,A09-18500001-18600000,1.38E-05,A09-2275001-2375000,2.77E-06
A07-14100001-14200000,6.79E-06,A07-14675001-14775000,5.98E-05,A07-16425001-16525000,2.13E-05,A07-16775001-16875000,1.05E-05,A09-18525001-18625000,7.03E-06,A09-2300001-2400000,2.27E-06
A07-14150001-14250000,9.16E-06,A07-14700001-14800000,2.02E-05,A07-16450001-16550000,2.65E-05,A07-16800001-16900000,3.06E-05,A09-18625001-18725000,5.49E-06,A09-2325001-2425000,1.43E-05
A07-14175001-14275000,3.82E-05,A07-14725001-14825000,3.79E-06,A07-16475001-16575000,1.78E-05,A07-16825001-16925000,7.37E-05,A09-18650001-18750000,5.49E-06,A09-2350001-2450000,1.43E-05
A07-14200001-14300000,4.04E-05,A07-14750001-14850000,3.79E-06,A07-16500001-16600000,5.24E-05,A07-16850001-16950000,8.76E-05,A09-18675001-18775000,5.49E-06,A09-2375001-2475000,1.20E-05
A07-14225001-14325000,4.04E-05,A07-14775001-14875000,1.86E-05,A07-16525001-16625000,8.57E-05,A07-16875001-16975000,0.000106182,A09-18700001-18800000,5.49E-06,A09-2400001-2500000,1.20E-05
A07-14250001-14350000,3.13E-05,A07-14800001-14900000,1.48E-05,A07-16550001-16650000,8.18E-05,A07-16900001-17000000,8.13E-05,A09-18875001-18975000,5.60E-06,A09-2525001-2625000,5.00E-07
